GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,Pop_1850
G3600990,1850,New York,360,Seneca,990,Seneca,25441
G3601010,1850,New York,360,Steuben,1010,Steuben,63771
G3601030,1850,New York,360,Suffolk,1030,Suffolk,36922
G3601050,1850,New York,360,Sullivan,1050,Sullivan,25088
G3601070,1850,New York,360,Tioga,1070,Tioga,24880
G3601090,1850,New York,360,Tompkins,1090,Tompkins,38746
G3601110,1850,New York,360,Ulster,1110,Ulster,59384
G3601130,1850,New York,360,Warren,1130,Warren,17199
G3601150,1850,New York,360,Washington,1150,Washington,44750
G3601170,1850,New York,360,Wayne,1170,Wayne,44953
G3601190,1850,New York,360,Westchester,1190,Westchester,58263
G3601210,1850,New York,360,Wyoming,1210,Wyoming,31981
G3601230,1850,New York,360,Yates,1230,Yates,20590
G3700010,1850,North Carolina,370,Alamance,10,Alamance,11444
G3700030,1850,North Carolina,370,Alexander,30,Alexander,5220
G3700070,1850,North Carolina,370,Anson,70,Anson,13489
G3700090,1850,North Carolina,370,Ashe,90,Ashe,8777
G3700130,1850,North Carolina,370,Beaufort,130,Beaufort,13816
G3700150,1850,North Carolina,370,Bertie,150,Bertie,12851
G3700170,1850,North Carolina,370,Bladen,170,Bladen,9767
G3700190,1850,North Carolina,370,Brunswick,190,Brunswick,7272
G3700210,1850,North Carolina,370,Buncombe,210,Buncombe,13425
G3700230,1850,North Carolina,370,Burke,230,Burke,7772
G3700250,1850,North Carolina,370,Cabarrus,250,Cabarrus,9747
G3700270,1850,North Carolina,370,Caldwell,270,Caldwell,6317
G3700290,1850,North Carolina,370,Camden,290,Camden,6049
G3700310,1850,North Carolina,370,Carteret,310,Carteret,6939
G3700330,1850,North Carolina,370,Caswell,330,Caswell,15269
G3700350,1850,North Carolina,370,Catawba,350,Catawba,8862
G3700370,1850,North Carolina,370,Chatham,370,Chatham,18449
G3700390,1850,North Carolina,370,Cherokee,390,Cherokee,6838
G3700410,1850,North Carolina,370,Chowan,410,Chowan,6721
G3700450,1850,North Carolina,370,Cleveland,450,Cleveland,10396
G3700470,1850,North Carolina,370,Columbus,470,Columbus,5909
G3700490,1850,North Carolina,370,Craven,490,Craven,14709
G3700510,1850,North Carolina,370,Cumberland,510,Cumberland,20610
G3700530,1850,North Carolina,370,Currituck,530,Currituck,7236
G3700570,1850,North Carolina,370,Davidson,570,Davidson,15320
G3700590,1850,North Carolina,370,Davie,590,Davie,7866
G3700610,1850,North Carolina,370,Duplin,610,Duplin,13514
G3700650,1850,North Carolina,370,Edgecombe,650,Edgecombe,17189
G3700670,1850,North Carolina,370,Forsyth,670,Forsyth,11168
G3700690,1850,North Carolina,370,Franklin,690,Franklin,11713
G3700710,1850,North Carolina,370,Gaston,710,Gaston,8073
G3700730,1850,North Carolina,370,Gates,730,Gates,8426
G3700770,1850,North Carolina,370,Granville,770,Granville,21249
G3700790,1850,North Carolina,370,Greene,790,Greene,6619
G3700810,1850,North Carolina,370,Guilford,810,Guilford,19754
G3700830,1850,North Carolina,370,Halifax,830,Halifax,16589
G3700870,1850,North Carolina,370,Haywood,870,Haywood,7074
G3700890,1850,North Carolina,370,Henderson,890,Henderson,6853
G3700910,1850,North Carolina,370,Hertford,910,Hertford,8142
G3700950,1850,North Carolina,370,Hyde,950,Hyde,7636
G3700970,1850,North Carolina,370,Iredell,970,Iredell,14719
G3701010,1850,North Carolina,370,Johnston,1010,Johnston,13726
G3701030,1850,North Carolina,370,Jones,1030,Jones,5038
G3701070,1850,North Carolina,370,Lenoir,1070,Lenoir,7828
G3701090,1850,North Carolina,370,Lincoln,1090,Lincoln,7746
G3701110,1850,North Carolina,370,McDowell,1110,Mcdowell,6246
G3701130,1850,North Carolina,370,Macon,1130,Macon,6389
G3701170,1850,North Carolina,370,Martin,1170,Martin,8307
G3701190,1850,North Carolina,370,Mecklenburg,1190,Mecklenburg,13914
G3701230,1850,North Carolina,370,Montgomery,1230,Montgomery,6872
G3701250,1850,North Carolina,370,Moore,1250,Moore,9342
G3701270,1850,North Carolina,370,Nash,1270,Nash,10657
G3701290,1850,North Carolina,370,New Hanover,1290,New Hanover,17668
G3701310,1850,North Carolina,370,Northampton,1310,Northampton,13335
G3701330,1850,North Carolina,370,Onslow,1330,Onslow,8283
G3701350,1850,North Carolina,370,Orange,1350,Orange,17055
G3701390,1850,North Carolina,370,Pasquotank,1390,Pasquotank,8950
G3701430,1850,North Carolina,370,Perquimans,1430,Perquimans,7332
G3701450,1850,North Carolina,370,Person,1450,Person,10781
G3701470,1850,North Carolina,370,Pitt,1470,Pitt,13397
G3701510,1850,North Carolina,370,Randolph,1510,Randolph,15832
G3701530,1850,North Carolina,370,Richmond,1530,Richmond,9818
G3701550,1850,North Carolina,370,Robeson,1550,Robeson,12826
G3701570,1850,North Carolina,370,Rockingham,1570,Rockingham,14495
G3701590,1850,North Carolina,370,Rowan,1590,Rowan,13870
G3701610,1850,North Carolina,370,Rutherford,1610,Rutherford,13550
G3701630,1850,North Carolina,370,Sampson,1630,Sampson,14585
G3701670,1850,North Carolina,370,Stanly,1670,Stanly,6922
G3701690,1850,North Carolina,370,Stokes,1690,Stokes,9206
G3701710,1850,North Carolina,370,Surry,1710,Surry,18443
G3701770,1850,North Carolina,370,Tyrrell,1770,Tyrrell,5133
G3701790,1850,North Carolina,370,Union,1790,Union,10051
G3701830,1850,North Carolina,370,Wake,1830,Wake,24888
G3701850,1850,North Carolina,370,Warren,1850,Warren,13912
G3701870,1850,North Carolina,370,Washington,1870,Washington,5664
G3701890,1850,North Carolina,370,Watauga,1890,Watauga,3400
G3701910,1850,North Carolina,370,Wayne,1910,Wayne,13486
G3701930,1850,North Carolina,370,Wilkes,1930,Wilkes,12099
G3701990,1850,North Carolina,370,Yancey,1990,Yancey,8205
G3900010,1850,Ohio,390,Adams,10,Adams,18883
G3900030,1850,Ohio,390,Allen,30,Allen,12109
G3900050,1850,Ohio,390,Ashland,50,Ashland,23813
G3900070,1850,Ohio,390,Ashtabula,70,Ashtabula,28767
G3900090,1850,Ohio,390,Athens,90,Athens,18215
G3900110,1850,Ohio,390,Auglaize,110,Auglaize,11338
G3900130,1850,Ohio,390,Belmont,130,Belmont,34600
G3900150,1850,Ohio,390,Brown,150,Brown,27332
G3900170,1850,Ohio,390,Butler,170,Butler,30789
G3900190,1850,Ohio,390,Carroll,190,Carroll,17685
G3900210,1850,Ohio,390,Champaign,210,Champaign,19782
G3900230,1850,Ohio,390,Clark,230,Clark,22178
G3900250,1850,Ohio,390,Clermont,250,Clermont,30455
G3900270,1850,Ohio,390,Clinton,270,Clinton,18838
G3900290,1850,Ohio,390,Columbiana,290,Columbiana,33621
G3900310,1850,Ohio,390,Coshocton,310,Coshocton,25674
G3900330,1850,Ohio,390,Crawford,330,Crawford,18177
G3900350,1850,Ohio,390,Cuyahoga,350,Cuyahoga,48099
G3900370,1850,Ohio,390,Darke,370,Darke,20276
G3900390,1850,Ohio,390,Defiance,390,Defiance,6966
G3900410,1850,Ohio,390,Delaware,410,Delaware,21817
G3900430,1850,Ohio,390,Erie,430,Erie,18568
G3900450,1850,Ohio,390,Fairfield,450,Fairfield,30264
G3900470,1850,Ohio,390,Fayette,470,Fayette,12726
G3900490,1850,Ohio,390,Franklin,490,Franklin,42909
G3900510,1850,Ohio,390,Fulton,510,Fulton,7781
G3900530,1850,Ohio,390,Gallia,530,Gallia,17063
G3900550,1850,Ohio,390,Geauga,550,Geauga,17827
G3900570,1850,Ohio,390,Greene,570,Greene,21946
G3900590,1850,Ohio,390,Guernsey,590,Guernsey,30438
G3900610,1850,Ohio,390,Hamilton,610,Hamilton,156844
G3900630,1850,Ohio,390,Hancock,630,Hancock,16751
G3900650,1850,Ohio,390,Hardin,650,Hardin,8251
G3900670,1850,Ohio,390,Harrison,670,Harrison,20157
G3900690,1850,Ohio,390,Henry,690,Henry,3434
G3900710,1850,Ohio,390,Highland,710,Highland,25781
G3900730,1850,Ohio,390,Hocking,730,Hocking,14119
G3900750,1850,Ohio,390,Holmes,750,Holmes,20452
G3900770,1850,Ohio,390,Huron,770,Huron,26203
G3900790,1850,Ohio,390,Jackson,790,Jackson,12719
G3900810,1850,Ohio,390,Jefferson,810,Jefferson,29133
G3900830,1850,Ohio,390,Knox,830,Knox,28872
G3900850,1850,Ohio,390,Lake,850,Lake,14654
G3900870,1850,Ohio,390,Lawrence,870,Lawrence,15246
G3900890,1850,Ohio,390,Licking,890,Licking,38846
G3900910,1850,Ohio,390,Logan,910,Logan,19162
G3900930,1850,Ohio,390,Lorain,930,Lorain,26086
G3900950,1850,Ohio,390,Lucas,950,Lucas,12363
G3900970,1850,Ohio,390,Madison,970,Madison,10015
G3900990,1850,Ohio,390,Mahoning,990,Mahoning,23735
G3901010,1850,Ohio,390,Marion,1010,Marion,12618
G3901030,1850,Ohio,390,Medina,1030,Medina,24441
G3901050,1850,Ohio,390,Meigs,1050,Meigs,17971
G3901070,1850,Ohio,390,Mercer,1070,Mercer,7712
G3901090,1850,Ohio,390,Miami,1090,Miami,24999
G3901110,1850,Ohio,390,Monroe,1110,Monroe,28351
G3901130,1850,Ohio,390,Montgomery,1130,Montgomery,38218
G3901150,1850,Ohio,390,Morgan,1150,Morgan,28585
G3901170,1850,Ohio,390,Morrow,1170,Morrow,20280
G3901190,1850,Ohio,390,Muskingum,1190,Muskingum,45049
G3901230,1850,Ohio,390,Ottawa,1230,Ottawa,3308
G3901250,1850,Ohio,390,Paulding,1250,Paulding,1766
G3901270,1850,Ohio,390,Perry,1270,Perry,20775
G3901290,1850,Ohio,390,Pickaway,1290,Pickaway,21006
G3901310,1850,Ohio,390,Pike,1310,Pike,10953
G3901330,1850,Ohio,390,Portage,1330,Portage,24419
G3901350,1850,Ohio,390,Preble,1350,Preble,21736
G3901370,1850,Ohio,390,Putnam,1370,Putnam,7221
G3901390,1850,Ohio,390,Richland,1390,Richland,30879
G3901410,1850,Ohio,390,Ross,1410,Ross,32074
G3901430,1850,Ohio,390,Sandusky,1430,Sandusky,14305
G3901450,1850,Ohio,390,Scioto,1450,Scioto,18428
G3901470,1850,Ohio,390,Seneca,1470,Seneca,27104
G3901490,1850,Ohio,390,Shelby,1490,Shelby,13958
G3901510,1850,Ohio,390,Stark,1510,Stark,39878
G3901530,1850,Ohio,390,Summit,1530,Summit,27485
G3901550,1850,Ohio,390,Trumbull,1550,Trumbull,30490
G3901570,1850,Ohio,390,Tuscarawas,1570,Tuscarawas,31761
G3901590,1850,Ohio,390,Union,1590,Union,12204
G3901610,1850,Ohio,390,Van Wert,1610,Van Wert,4793
G3901630,1850,Ohio,390,Vinton,1630,Vinton,9353
G3901650,1850,Ohio,390,Warren,1650,Warren,25560
G3901670,1850,Ohio,390,Washington,1670,Washington,29540
G3901690,1850,Ohio,390,Wayne,1690,Wayne,32981
G3901710,1850,Ohio,390,Williams,1710,Williams,8018
G3901730,1850,Ohio,390,Wood,1730,Wood,9157
G3901750,1850,Ohio,390,Wyandot,1750,Wyandot,11194
G4130015,1850,Oregon Territory,413,Benton,15,Benton,814
G4130035,1850,Oregon Territory,413,Clackamas,35,Clackamas,1859
G4130055,1850,Oregon Territory,413,Clark,55,Clark,643
G4130075,1850,Oregon Territory,413,Clatsop,75,Clatsop,462
G4130095,1850,Oregon Territory,413,Lewis,95,Lewis,558
G4130115,1850,Oregon Territory,413,Linn,115,Linn,994
G4130135,1850,Oregon Territory,413,Marion,135,Marion,2749
G4130155,1850,Oregon Territory,413,Polk,155,Polk,1051
G4130175,1850,Oregon Territory,413,Washington,175,Washington,2652
G4130195,1850,Oregon Territory,413,Yamhill,195,Yamhill,1512
G4200010,1850,Pennsylvania,420,Adams,10,Adams,25981
G4200030,1850,Pennsylvania,420,Allegheny,30,Allegheny,138290
G4200050,1850,Pennsylvania,420,Armstrong,50,Armstrong,29560
G4200070,1850,Pennsylvania,420,Beaver,70,Beaver,26689
G4200090,1850,Pennsylvania,420,Bedford,90,Bedford,23052
G4200110,1850,Pennsylvania,420,Berks,110,Berks,77129
G4200130,1850,Pennsylvania,420,Blair,130,Blair,21777
G4200150,1850,Pennsylvania,420,Bradford,150,Bradford,42831
G4200170,1850,Pennsylvania,420,Bucks,170,Bucks,56091
G4200190,1850,Pennsylvania,420,Butler,190,Butler,30346
G4200210,1850,Pennsylvania,420,Cambria,210,Cambria,17773
G4200250,1850,Pennsylvania,420,Carbon,250,Carbon,15686
G4200270,1850,Pennsylvania,420,Centre,270,Centre,23355
G4200290,1850,Pennsylvania,420,Chester,290,Chester,66438
G4200310,1850,Pennsylvania,420,Clarion,310,Clarion,23565
G4200330,1850,Pennsylvania,420,Clearfield,330,Clearfield,12586
G4200350,1850,Pennsylvania,420,Clinton,350,Clinton,11207
G4200370,1850,Pennsylvania,420,Columbia,370,Columbia,17710
G4200390,1850,Pennsylvania,420,Crawford,390,Crawford,37849
G4200410,1850,Pennsylvania,420,Cumberland,410,Cumberland,34327
G4200430,1850,Pennsylvania,420,Dauphin,430,Dauphin,35754
G4200450,1850,Pennsylvania,420,Delaware,450,Delaware,24679
G4200470,1850,Pennsylvania,420,Elk,470,Elk,3531
G4200490,1850,Pennsylvania,420,Erie,490,Erie,38742
G4200510,1850,Pennsylvania,420,Fayette,510,Fayette,39112
G4200550,1850,Pennsylvania,420,Franklin,550,Franklin,39904
G4200570,1850,Pennsylvania,420,Fulton,570,Fulton,7567
G4200590,1850,Pennsylvania,420,Greene,590,Greene,22136
G4200610,1850,Pennsylvania,420,Huntingdon,610,Huntingdon,24786
G4200630,1850,Pennsylvania,420,Indiana,630,Indiana,27170
G4200650,1850,Pennsylvania,420,Jefferson,650,Jefferson,13518
G4200670,1850,Pennsylvania,420,Juniata,670,Juniata,13029
G4200710,1850,Pennsylvania,420,Lancaster,710,Lancaster,98944
G4200730,1850,Pennsylvania,420,Lawrence,730,Lawrence,21079
G4200750,1850,Pennsylvania,420,Lebanon,750,Lebanon,26071
G4200770,1850,Pennsylvania,420,Lehigh,770,Lehigh,32479
G4200790,1850,Pennsylvania,420,Luzerne,790,Luzerne,56072
G4200810,1850,Pennsylvania,420,Lycoming,810,Lycoming,26257
G4200830,1850,Pennsylvania,420,McKean,830,Mckean,5254
G4200850,1850,Pennsylvania,420,Mercer,850,Mercer,33172
G4200870,1850,Pennsylvania,420,Mifflin,870,Mifflin,14980
G4200890,1850,Pennsylvania,420,Monroe,890,Monroe,13270
G4200910,1850,Pennsylvania,420,Montgomery,910,Montgomery,58291
G4200930,1850,Pennsylvania,420,Montour,930,Montour,13239
G4200950,1850,Pennsylvania,420,Northampton,950,Northampton,40235
G4200970,1850,Pennsylvania,420,Northumberland,970,Northumberland,23272
G4200990,1850,Pennsylvania,420,Perry,990,Perry,20088
G4201010,1850,Pennsylvania,420,Philadelphia,1010,Philadelphia,408762
G4201030,1850,Pennsylvania,420,Pike,1030,Pike,5881
G4201050,1850,Pennsylvania,420,Potter,1050,Potter,6048
G4201070,1850,Pennsylvania,420,Schuylkill,1070,Schuylkill,60713
G4201110,1850,Pennsylvania,420,Somerset,1110,Somerset,24416
G4201130,1850,Pennsylvania,420,Sullivan,1130,Sullivan,3694
G4201150,1850,Pennsylvania,420,Susquehanna,1150,Susquehanna,28688
G4201170,1850,Pennsylvania,420,Tioga,1170,Tioga,23987
G4201190,1850,Pennsylvania,420,Union,1190,Union,26083
G4201210,1850,Pennsylvania,420,Venango,1210,Venango,18310
G4201230,1850,Pennsylvania,420,Warren,1230,Warren,13671
G4201250,1850,Pennsylvania,420,Washington,1250,Washington,44939
G4201270,1850,Pennsylvania,420,Wayne,1270,Wayne,21890
G4201290,1850,Pennsylvania,420,Westmoreland,1290,Westmoreland,51726
G4201310,1850,Pennsylvania,420,Wyoming,1310,Wyoming,10655
G4201330,1850,Pennsylvania,420,York,1330,York,57450
G4400010,1850,Rhode Island,440,Bristol,10,Bristol,8514
G4400030,1850,Rhode Island,440,Kent,30,Kent,15068
G4400050,1850,Rhode Island,440,Newport,50,Newport,20007
G4400070,1850,Rhode Island,440,Providence,70,Providence,87526
G4400090,1850,Rhode Island,440,Washington,90,Washington,16430
G4500010,1850,South Carolina,450,Abbeville,10,Abbeville,32318
G4500070,1850,South Carolina,450,Anderson,70,Anderson,21475
G4500110,1850,South Carolina,450,Barnwell,110,Barnwell,26608
G4500130,1850,South Carolina,450,Beaufort,130,Beaufort,38805
G4500190,1850,South Carolina,450,Charleston,190,Charleston,72805
G4500230,1850,South Carolina,450,Chester,230,Chester,18038
G4500250,1850,South Carolina,450,Chesterfield,250,Chesterfield,10790
G4500290,1850,South Carolina,450,Colleton,290,Colleton,39505
G4500310,1850,South Carolina,450,Darlington,310,Darlington,16831
G4500370,1850,South Carolina,450,Edgefield,370,Edgefield,39262
G4500390,1850,South Carolina,450,Fairfield,390,Fairfield,21404
G4500430,1850,South Carolina,450,Georgetown,430,Georgetown,20647
G4500450,1850,South Carolina,450,Greenville,450,Greenville,20156
G4500510,1850,South Carolina,450,Horry,510,Horry,7646
G4500550,1850,South Carolina,450,Kershaw,550,Kershaw,14473
G4500570,1850,South Carolina,450,Lancaster,570,Lancaster,10988
G4500590,1850,South Carolina,450,Laurens,590,Laurens,23407
G4500630,1850,South Carolina,450,Lexington,630,Lexington,12930
G4500670,1850,South Carolina,450,Marion,670,Marion,17407
G4500690,1850,South Carolina,450,Marlboro,690,Marlboro,10789
G4500710,1850,South Carolina,450,Newberry,710,Newberry,20143
G4500750,1850,South Carolina,450,Orangeburg,750,Orangeburg,23582
G4500770,1850,South Carolina,450,Pickens,770,Pickens,16904
G4500790,1850,South Carolina,450,Richland,790,Richland,20243
G4500830,1850,South Carolina,450,Spartanburg,830,Spartanburg,26400
G4500850,1850,South Carolina,450,Sumter,850,Sumter,33220
G4500870,1850,South Carolina,450,Union,870,Union,19851
G4500890,1850,South Carolina,450,Williamsburg,890,Williamsburg,12447
G4500910,1850,South Carolina,450,York,910,York,19433
G4700010,1850,Tennessee,470,Anderson,10,Anderson,6938
G4700030,1850,Tennessee,470,Bedford,30,Bedford,21511
G4700050,1850,Tennessee,470,Benton,50,Benton,6315
G4700070,1850,Tennessee,470,Bledsoe,70,Bledsoe,5959
G4700090,1850,Tennessee,470,Blount,90,Blount,12424
G4700110,1850,Tennessee,470,Bradley,110,Bradley,12259
G4700130,1850,Tennessee,470,Campbell,130,Campbell,6068
G4700150,1850,Tennessee,470,Cannon,150,Cannon,8982
G4700170,1850,Tennessee,470,Carroll,170,Carroll,15967
G4700190,1850,Tennessee,470,Carter,190,Carter,6296
G4700250,1850,Tennessee,470,Claiborne,250,Claiborne,9369
G4700290,1850,Tennessee,470,Cocke,290,Cocke,8300
G4700310,1850,Tennessee,470,Coffee,310,Coffee,8351
G4700370,1850,Tennessee,470,Davidson,370,Davidson,38882
G4700390,1850,Tennessee,470,Decatur,390,Decatur,6003
G4700410,1850,Tennessee,470,DeKalb,410,De Kalb,8016
G4700430,1850,Tennessee,470,Dickson,430,Dickson,8404
G4700450,1850,Tennessee,470,Dyer,450,Dyer,6361
G4700470,1850,Tennessee,470,Fayette,470,Fayette,26719
G4700490,1850,Tennessee,470,Fentress,490,Fentress,4454
G4700510,1850,Tennessee,470,Franklin,510,Franklin,13768
G4700530,1850,Tennessee,470,Gibson,530,Gibson,19548
G4700550,1850,Tennessee,470,Giles,550,Giles,25949
G4700570,1850,Tennessee,470,Grainger,570,Grainger,12370
G4700590,1850,Tennessee,470,Greene,590,Greene,17824
G4700610,1850,Tennessee,470,Grundy,610,Grundy,2773
G4700650,1850,Tennessee,470,Hamilton,650,Hamilton,10075
G4700670,1850,Tennessee,470,Hancock,670,Hancock,5660
G4700690,1850,Tennessee,470,Hardeman,690,Hardeman,17456
G4700710,1850,Tennessee,470,Hardin,710,Hardin,10328
G4700730,1850,Tennessee,470,Hawkins,730,Hawkins,13370
G4700750,1850,Tennessee,470,Haywood,750,Haywood,17259
G4700770,1850,Tennessee,470,Henderson,770,Henderson,13164
G4700790,1850,Tennessee,470,Henry,790,Henry,18233
G4700810,1850,Tennessee,470,Hickman,810,Hickman,9397
G4700850,1850,Tennessee,470,Humphreys,850,Humphreys,6422
G4700870,1850,Tennessee,470,Jackson,870,Jackson,15673
G4700890,1850,Tennessee,470,Jefferson,890,Jefferson,13204
G4700910,1850,Tennessee,470,Johnson,910,Johnson,3705
G4700930,1850,Tennessee,470,Knox,930,Knox,18807
G4700970,1850,Tennessee,470,Lauderdale,970,Lauderdale,5169
G4700990,1850,Tennessee,470,Lawrence,990,Lawrence,9280
G4701010,1850,Tennessee,470,Lewis,1010,Lewis,4438
G4701030,1850,Tennessee,470,Lincoln,1030,Lincoln,23492
G4701070,1850,Tennessee,470,McMinn,1070,Mcminn,13906
G4701090,1850,Tennessee,470,McNairy,1090,Mcnairy,12864
G4701110,1850,Tennessee,470,Macon,1110,Macon,6948
G4701130,1850,Tennessee,470,Madison,1130,Madison,21470
G4701150,1850,Tennessee,470,Marion,1150,Marion,6314
G4701170,1850,Tennessee,470,Marshall,1170,Marshall,15616
G4701190,1850,Tennessee,470,Maury,1190,Maury,29520
G4701210,1850,Tennessee,470,Meigs,1210,Meigs,4879
G4701230,1850,Tennessee,470,Monroe,1230,Monroe,11874
G4701250,1850,Tennessee,470,Montgomery,1250,Montgomery,21045
G4701290,1850,Tennessee,470,Morgan,1290,Morgan,3430
G4701310,1850,Tennessee,470,Obion,1310,Obion,7633
G4701330,1850,Tennessee,470,Overton,1330,Overton,11211
G4701350,1850,Tennessee,470,Perry,1350,Perry,5821
G4701390,1850,Tennessee,470,Polk,1390,Polk,6338
G4701430,1850,Tennessee,470,Rhea,1430,Rhea,4415
G4701450,1850,Tennessee,470,Roane,1450,Roane,12185
G4701470,1850,Tennessee,470,Robertson,1470,Robertson,16145
G4701490,1850,Tennessee,470,Rutherford,1490,Rutherford,29122
G4701510,1850,Tennessee,470,Scott,1510,Scott,1905
G4701550,1850,Tennessee,470,Sevier,1550,Sevier,6920
G4701570,1850,Tennessee,470,Shelby,1570,Shelby,31157
G4701590,1850,Tennessee,470,Smith,1590,Smith,18412
G4701610,1850,Tennessee,470,Stewart,1610,Stewart,9719
G4701630,1850,Tennessee,470,Sullivan,1630,Sullivan,11742
G4701650,1850,Tennessee,470,Sumner,1650,Sumner,22717
G4701670,1850,Tennessee,470,Tipton,1670,Tipton,8887
G4701750,1850,Tennessee,470,Van Buren,1750,Van Buren,2674
G4701770,1850,Tennessee,470,Warren,1770,Warren,10179
G4701790,1850,Tennessee,470,Washington,1790,Washington,13861
G4701810,1850,Tennessee,470,Wayne,1810,Wayne,8170
G4701830,1850,Tennessee,470,Weakley,1830,Weakley,14608
G4701850,1850,Tennessee,470,White,1850,White,11444
G4701870,1850,Tennessee,470,Williamson,1870,Williamson,27201
G4701890,1850,Tennessee,470,Wilson,1890,Wilson,27443
G4800010,1850,Texas,480,Anderson,10,Anderson,2884
G4800050,1850,Texas,480,Angelina,50,Angelina,1165
G4800150,1850,Texas,480,Austin,150,Austin,3841
G4800210,1850,Texas,480,Bastrop,210,Bastrop,3099
G4800290,1850,Texas,480,Bexar,290,Bexar,6052
G4800370,1850,Texas,480,Bowie,370,Bowie,2912
G4800390,1850,Texas,480,Brazoria,390,Brazoria,4841
G4800410,1850,Texas,480,Brazos,410,Brazos,614
G4800510,1850,Texas,480,Burleson,510,Burleson,1713
G4800550,1850,Texas,480,Caldwell,550,Caldwell,1329
G4800570,1850,Texas,480,Calhoun,570,Calhoun,1110
G4800610,1850,Texas,480,Cameron,610,Cameron,8541
G4800655,1850,Texas,480,Cass (old),655,Cass (old),4991
G4800730,1850,Texas,480,Cherokee,730,Cherokee,6673
G4800850,1850,Texas,480,Collin,850,Collin,1950
G4800890,1850,Texas,480,Colorado,890,Colorado,2257
G4800910,1850,Texas,480,Comal,910,Comal,1723
G4800970,1850,Texas,480,Cooke,970,Cooke,220
G4801130,1850,Texas,480,Dallas,1130,Dallas,2743
G4801210,1850,Texas,480,Denton,1210,Denton,641
G4801230,1850,Texas,480,De Witt,1230,De Witt,1716
G4801390,1850,Texas,480,Ellis,1390,Ellis,989
G4801470,1850,Texas,480,Fannin,1470,Fannin,3788
G4801490,1850,Texas,480,Fayette,1490,Fayette,3756
G4801570,1850,Texas,480,Fort Bend,1570,Fort Bend,2533
G4801670,1850,Texas,480,Galveston,1670,Galveston,4529
G4801710,1850,Texas,480,Gillespie,1710,Gillespie,1240
G4801750,1850,Texas,480,Goliad,1750,Goliad,648
G4801770,1850,Texas,480,Gonzales,1770,Gonzales,1492
G4801810,1850,Texas,480,Grayson,1810,Grayson,2008
G4801850,1850,Texas,480,Grimes,1850,Grimes,4008
G4801870,1850,Texas,480,Guadalupe,1870,Guadalupe,1511
G4802010,1850,Texas,480,Harris,2010,Harris,4668
G4802030,1850,Texas,480,Harrison,2030,Harrison,11822
G4802090,1850,Texas,480,Hays,2090,Hays,387
G4802130,1850,Texas,480,Henderson,2130,Henderson,1237
G4802230,1850,Texas,480,Hopkins,2230,Hopkins,2623
G4802250,1850,Texas,480,Houston,2250,Houston,2721
G4802310,1850,Texas,480,Hunt,2310,Hunt,1520
G4802390,1850,Texas,480,Jackson,2390,Jackson,996
G4802410,1850,Texas,480,Jasper,2410,Jasper,1767
G4802450,1850,Texas,480,Jefferson,2450,Jefferson,1836
G4802570,1850,Texas,480,Kaufman,2570,Kaufman,1047
G4802770,1850,Texas,480,Lamar,2770,Lamar,3978
G4802850,1850,Texas,480,Lavaca,2850,Lavaca,1571
G4802890,1850,Texas,480,Leon,2890,Leon,1946
G4802910,1850,Texas,480,Liberty,2910,Liberty,2522
G4802930,1850,Texas,480,Limestone,2930,Limestone,2608
G4803210,1850,Texas,480,Matagorda,3210,Matagorda,2124
G4803250,1850,Texas,480,Medina,3250,Medina,909
G4803310,1850,Texas,480,Milam,3310,Milam,2907
G4803390,1850,Texas,480,Montgomery,3390,Montgomery,2384
G4803470,1850,Texas,480,Nacogdoches,3470,Nacogdoches,5193
G4803490,1850,Texas,480,Navarro,3490,Navarro,2190
G4803495,1850,Texas,480,Navarro-Ellis-Tarrant [multi-county reporting area],3495,Navarro-Ellis-Tarrant (multi-county reporting area),
G4803510,1850,Texas,480,Newton,3510,Newton,1689
G4803550,1850,Texas,480,Nueces,3550,Nueces,698
G4803650,1850,Texas,480,Panola,3650,Panola,3871
G4803730,1850,Texas,480,Polk,3730,Polk,2348
G4803870,1850,Texas,480,Red River,3870,Red River,3906
G4803910,1850,Texas,480,Refugio,3910,Refugio,288
G4803950,1850,Texas,480,Robertson,3950,Robertson,934
G4804010,1850,Texas,480,Rusk,4010,Rusk,8148
G4804030,1850,Texas,480,Sabine,4030,Sabine,2498
G4804050,1850,Texas,480,San Augustine,4050,San Augustine,3648
G4804090,1850,Texas,480,San Patricio,4090,San Patricio,200
G4804190,1850,Texas,480,Shelby,4190,Shelby,4239
G4804230,1850,Texas,480,Smith,4230,Smith,4292
G4804270,1850,Texas,480,Starr,4270,Starr,
G4804390,1850,Texas,480,Tarrant,4390,Tarrant,664
G4804490,1850,Texas,480,Titus,4490,Titus,3636
G4804530,1850,Texas,480,Travis,4530,Travis,3138
G4804570,1850,Texas,480,Tyler,4570,Tyler,1894
G4804590,1850,Texas,480,Upshur,4590,Upshur,3394
G4804670,1850,Texas,480,Van Zandt,4670,Van Zandt,1348
G4804690,1850,Texas,480,Victoria,4690,Victoria,2019
G4804710,1850,Texas,480,Walker,4710,Walker,3964
G4804770,1850,Texas,480,Washington,4770,Washington,5983
G4804790,1850,Texas,480,Webb,4790,Webb,
G4804810,1850,Texas,480,Wharton,4810,Wharton,1752
G4804910,1850,Texas,480,Williamson,4910,Williamson,1568
G4950115,1850,Utah Territory,495,Davis,115,Davis,1134
